lib_name,date,행정동,ylabel
강남구립행복한도서관,202107,대치2동,0.0
강남도서관,201902,삼성2동,16845.0
강남도서관,201903,삼성2동,20874.0
강남도서관,201904,삼성2동,20432.0
강남도서관,201905,삼성2동,15648.0
강남도서관,201906,삼성2동,17715.0
강남도서관,201907,삼성2동,23760.0
강남도서관,201908,삼성2동,20784.0
강남도서관,201909,삼성2동,20622.0
강남도서관,201910,삼성2동,13688.0
강남도서관,201911,삼성2동,21870.0
강남도서관,201912,삼성2동,18898.0
강남도서관,202001,삼성2동,24305.0
강남도서관,202002,삼성2동,9124.0
강남도서관,202003,삼성2동,3117.0
강남도서관,202004,삼성2동,9890.0
강남도서관,202005,삼성2동,12812.0
강남도서관,202006,삼성2동,2492.0
강남도서관,202007,삼성2동,18612.0
강남도서관,202008,삼성2동,8786.0
강남도서관,202009,삼성2동,9477.0
강남도서관,202010,삼성2동,21985.0
강남도서관,202011,삼성2동,17409.0
강남도서관,202012,삼성2동,5971.0
강남도서관,202101,삼성2동,11814.0
강남도서관,202102,삼성2동,17327.0
강남도서관,202103,삼성2동,12424.0
강남도서관,202104,삼성2동,0.0
강남도서관,202105,삼성2동,0.0
강남도서관,202106,삼성2동,0.0
강남도서관,202107,삼성2동,0.0
강동구립강일도서관,201912,강일동,4732.0
강동구립강일도서관,202001,강일동,0.0
강동구립강일도서관,202002,강일동,0.0
강동구립강일도서관,202003,강일동,0.0
강동구립강일도서관,202004,강일동,47031.0
강동구립강일도서관,202005,강일동,8985.0
강동구립강일도서관,202006,강일동,1266.0
강동구립강일도서관,202007,강일동,7817.0
강동구립강일도서관,202008,강일동,5746.0
강동구립강일도서관,202009,강일동,5050.0
강동구립강일도서관,202010,강일동,14959.0
강동구립강일도서관,202011,강일동,15584.0
강동구립강일도서관,202012,강일동,43160.0
강동구립강일도서관,202101,강일동,12183.0
강동구립강일도서관,202102,강일동,15443.0
강동구립강일도서관,202103,강일동,14665.0
강동구립강일도서관,202104,강일동,20690.0
강동구립강일도서관,202105,강일동,18294.0
강동구립강일도서관,202106,강일동,19700.0
강동구립강일도서관,202107,강일동,26160.0
강동구립성내도서관,201912,성내3동,3.0
강동구립성내도서관,202001,성내3동,0.0
강동구립성내도서관,202002,성내3동,0.0
강동구립성내도서관,202003,성내3동,0.0
강동구립성내도서관,202004,성내3동,2.0
강동구립성내도서관,202005,성내3동,8037.0
강동구립성내도서관,202006,성내3동,905.0
강동구립성내도서관,202007,성내3동,7111.0
강동구립성내도서관,202008,성내3동,4622.0
강동구립성내도서관,202009,성내3동,5452.0
강동구립성내도서관,202010,성내3동,13099.0
강동구립성내도서관,202011,성내3동,14058.0
강동구립성내도서관,202012,성내3동,34171.0
강동구립성내도서관,202101,성내3동,9653.0
강동구립성내도서관,202102,성내3동,11571.0
강동구립성내도서관,202103,성내3동,12114.0
강동구립성내도서관,202104,성내3동,16505.0
강동구립성내도서관,202105,성내3동,14327.0
강동구립성내도서관,202106,성내3동,14099.0
강동구립성내도서관,202107,성내3동,17070.0
강동구립암사도서관,201912,암사1동,5886.0
강동구립암사도서관,202001,암사1동,0.0
강동구립암사도서관,202002,암사1동,0.0
강동구립암사도서관,202003,암사1동,0.0
강동구립암사도서관,202004,암사1동,95411.0
강동구립암사도서관,202005,암사1동,9740.0
강동구립암사도서관,202006,암사1동,2322.0
강동구립암사도서관,202007,암사1동,8976.0
강동구립암사도서관,202008,암사1동,5575.0
강동구립암사도서관,202009,암사1동,6761.0
강동구립암사도서관,202010,암사1동,19251.0
강동구립암사도서관,202011,암사1동,19791.0
강동구립암사도서관,202012,암사1동,84469.0
강동구립암사도서관,202101,암사1동,13524.0
강동구립암사도서관,202102,암사1동,15450.0
강동구립암사도서관,202103,암사1동,15516.0
강동구립암사도서관,202104,암사1동,20179.0
강동구립암사도서관,202105,암사1동,18029.0
강동구립암사도서관,202106,암사1동,17715.0
강동구립암사도서관,202107,암사1동,22281.0
강동구립천호도서관,201912,천호3동,4740.0
강동구립천호도서관,202001,천호3동,0.0
강동구립천호도서관,202002,천호3동,0.0
강동구립천호도서관,202003,천호3동,0.0
강동구립천호도서관,202004,천호3동,42070.0
강동구립천호도서관,202005,천호3동,6539.0
강동구립천호도서관,202006,천호3동,989.0
강동구립천호도서관,202007,천호3동,6057.0
강동구립천호도서관,202008,천호3동,4032.0
강동구립천호도서관,202009,천호3동,4744.0
강동구립천호도서관,202010,천호3동,11211.0
강동구립천호도서관,202011,천호3동,12137.0
강동구립천호도서관,202012,천호3동,3814.0
강동구립천호도서관,202101,천호3동,8541.0
강동구립천호도서관,202102,천호3동,10524.0
강동구립천호도서관,202103,천호3동,10137.0
강동구립천호도서관,202104,천호3동,13604.0
강동구립천호도서관,202105,천호3동,11387.0
강동구립천호도서관,202106,천호3동,12564.0
강동구립천호도서관,202107,천호3동,16290.0
강동구립해공도서관,201912,천호2동,5600.0
강동구립해공도서관,202001,천호2동,0.0
강동구립해공도서관,202002,천호2동,0.0
강동구립해공도서관,202003,천호2동,0.0
강동구립해공도서관,202004,천호2동,158768.0
강동구립해공도서관,202005,천호2동,6538.0
강동구립해공도서관,202006,천호2동,1711.0
강동구립해공도서관,202007,천호2동,6543.0
강동구립해공도서관,202008,천호2동,4553.0
강동구립해공도서관,202009,천호2동,5622.0
강동구립해공도서관,202010,천호2동,11273.0
강동구립해공도서관,202011,천호2동,12797.0
강동구립해공도서관,202012,천호2동,130728.0
강동구립해공도서관,202101,천호2동,9189.0
강동구립해공도서관,202102,천호2동,10667.0
강동구립해공도서관,202103,천호2동,10446.0
강동구립해공도서관,202104,천호2동,15053.0
강동구립해공도서관,202105,천호2동,12910.0
강동구립해공도서관,202106,천호2동,11942.0
강동구립해공도서관,202107,천호2동,15686.0
강동도서관,201902,길동,21616.0
강동도서관,201903,길동,24596.0
